CLASSIFICATION_BROAD,CLASSIFICATION_SPECIFIC,CLASS,KEGG,GO,PFAM,NAME_SHORT,NAME_FULL,DESCRIPTION,REFERENCE,WHY,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K06751,,,MHC class I antigen,MHC class I antigen,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K06752,,,MHC class II antigen,MHC class II antigen,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K00921,,,PIKFYVE FAB1,1-phosphatidylinositol-3-phosphate 5-kinase,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K08054,,,CANX,Calnexin,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K08057,,,CALR,Calreticulin,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K01365,,,CTSL,Cathepsin L,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K10414,,,DYNC2H DNCH2,dynein heavy chain 2 cytosolic,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K10956,,,SEC61A,Protein transport protein SEC61 subunit alpha,Phagosome acidification,,,,,
Phagotrophy,"Motility, prey recognition, cytoskeleton",Phagosome acidification,K07374,,,TUBA,Tubulin alpha,Phagosome acidification,,,,,
Phagotrophy,"Motility, prey recognition, cytoskeleton",Phagosome acidification,K07375,,,TUBB,Tubulin beta,Phagosome acidification,,,,,
Phagotrophy,Phagosome associated,Phagosome acidification,K03661,,,ATPeV0B ATP6F,V-type H+-transporting ATPase 21kDa proteolipid subunit,Phagosome acidification,,,,,
Phagotrophy,SNARE complex,SNARE complex,K13814,,,TSNARE1,t-SNARE domain-containing protein 1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K04560,,,syntaxin 1A,syntaxin 1A,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08486,,,syntaxin 1B/2/3,syntaxin 1B/2/3,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K13502,,,syntaxin 4,syntaxin 4,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08487,,,syntaxin 11,syntaxin 11,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08488,,,syntaxin 7,syntaxin 7,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K21155,,,syntaxin VAM3,syntaxin VAM3,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08489,,,syntaxin 16,syntaxin 16,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08490,,,syntaxin 5,syntaxin 5,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08491,,,syntaxin 17,syntaxin 17,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08492,,,syntaxin 18,syntaxin 18,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08493,,,vesicle transport through interaction with t-SNAREs 1,vesicle transport through interaction with t-SNAREs 1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08495,,,golgi SNAP receptor complex member 1,golgi SNAP receptor complex member 1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08496,,,golgi SNAP receptor complex member 2,golgi SNAP receptor complex member 2,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08497,,,protein transport protein SEC20,protein transport protein SEC20,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08498,,,syntaxin 6,syntaxin 6,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08499,,,member of the syntaxin family of t-SNAREs,member of the syntaxin family of t-SNAREs,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08500,,,syntaxin of plants SYP6,syntaxin of plants SYP6,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08501,,,syntaxin 8,syntaxin 8,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08502,,,regulator of vacuolar morphogenesis,regulator of vacuolar morphogenesis,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08503,,,syntaxin of plants SYP5,syntaxin of plants SYP5,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08504,,,blocked early in transport 1,blocked early in transport 1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08505,,,protein transport protein SFT1,protein transport protein SFT1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08506,,,syntaxin of plants SYP7,syntaxin of plants SYP7,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08507,,,unconventional SNARE in the endoplasmic reticulum protein 1,unconventional SNARE in the endoplasmic reticulum protein 1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08508,,,synaptosomal-associated protein 23,synaptosomal-associated protein 23,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08509,,,synaptosomal-associated protein 29,synaptosomal-associated protein 29,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08510,,,vesicle-associated membrane protein 1,vesicle-associated membrane protein 1,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K13504,,,vesicle-associated membrane protein 2,vesicle-associated membrane protein 2,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K13505,,,vesicle-associated membrane protein 3,vesicle-associated membrane protein 3,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08512,,,vesicle-associated membrane protein 8,vesicle-associated membrane protein 8,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08513,,,vesicle-associated membrane protein 4,vesicle-associated membrane protein 4,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08514,,,vesicle-associated membrane protein 5,vesicle-associated membrane protein 5,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08515,,,vesicle-associated membrane protein 7,vesicle-associated membrane protein 7,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08516,,,synaptobrevin homolog YKT6,synaptobrevin homolog YKT6,,,,,,
Phagotrophy,SNARE complex,SNARE complex,K08517,,,vesicle transport protein SEC22,vesicle transport protein SEC22,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02144,,,ATPeV1H,V-type H+-transporting ATPase subunit H,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02145,,,"ATPeV1A, ATP6A",V-type H+-transporting ATPase subunit A ,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02146,,,"ATPeV0D, ATP6D",V-type H+-transporting ATPase subunit d,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02147,,,"ATPeV1B, ATP6B",V-type H+-transporting ATPase subunit B,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02148,,,"ATPeV1C, ATP6C",V-type H+-transporting ATPase subunit C,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02149,,,"ATPeV1D, ATP6M",V-type H+-transporting ATPase subunit D,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02150,,,"ATPeV1E, ATP6E",V-type H+-transporting ATPase subunit E,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02151,,,"ATPeV1F, ATP6S14",V-type H+-transporting ATPase subunit F,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02152,,,"ATPeV1G, ATP6G",V-type H+-transporting ATPase subunit G,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02153,,,"ATPeV0E, ATP6H",V-type H+-transporting ATPase subunit e,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02154,,,"ATPeV0A, ATP6N",V-type H+-transporting ATPase subunit a,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K02155,,,"ATPeV0C, ATP6L",V-type H+-transporting ATPase 16kDa proteolipid subunit,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K03661,,,"ATPeV0B, ATP6F",V-type H+-transporting ATPase 21kDa proteolipid subunit,,,,,,
Phagotrophy,V-type ATPase,V-type ATPase,K03662,,,"ATPeVS1, ATP6S1",V-type H+-transporting ATPase S1 subunit,,,,,,
Parasitism,Parasitism,Parasitism,K06139,,,pqqE,PqqA peptide cyclase,Oxidoreductases activity,Monjot et al. 2025,,,,
Parasitism,Parasitism,Parasitism,K06141,,,tsgA,"MFS transporter, TsgA protein",Anti-fungal drug resistance,Monjot et al. 2026,,,,
Parasitism,Parasitism,Parasitism,K07297,,,ADIPOR,adiponectin receptor,Linked with parasitose but the mechanism remained unknown,Monjot et al. 2027,,,,
Parasitism,Parasitism,Parasitism,K07414,,,CYP2D,cytochrome P450 family 2 subfamily D,Degradation of fatty acids / membrane formation (Cytochrome P450 forms a large family of proteins whose repartition among Oomycetes depends on their trophism (Saprotrophs / Parasites)),Monjot et al. 2028,,,,
Parasitism,Parasitism,Parasitism,K09043,,,YAP,AP-1-like transcription factor,Transcription factors (TFs) regulate diverse aspects of fungal development and virulence (resistance to oxidative stress and drug),Monjot et al. 2029,,,,
Parasitism,Parasitism,Parasitism,K09240,,,CAT8,transcriptional regulatory protein CAT8,Activates genes needed for gluconeogenesis,Monjot et al. 2030,,,,
Parasitism,Parasitism,Parasitism,K09795,,,uncharacterized protein,uncharacterized protein,NA,Monjot et al. 2031,,,,
Parasitism,Parasitism,Parasitism,K09983,,,uncharacterized protein,uncharacterized protein,NA,Monjot et al. 2032,,,,
Parasitism,Parasitism,Parasitism,K10254,,,"ohyA, sph",oleate hydratase,Role of protection against anti-microbial fatty acids in Staphylococcus aureus,Monjot et al. 2033,,,,
Parasitism,Parasitism,Parasitism,K10791,,,TREX2,three prime repair exonuclease 2,"Potential sub-unit of DNA polymerase III (exonuclease 3"" activity) (DNA repair)",Monjot et al. 2034,,,,
Parasitism,Parasitism,Parasitism,K10971,,,GMA12,"alpha 1,2-galactosyltransferase",Forms glycosidic bonds,Monjot et al. 2035,,,,
Parasitism,Parasitism,Parasitism,K11736,,,proY,proline-specific permease ProY,Link to fungi virulence (fungal growth and filamentation). Amino acid permease are required for oomycete susceptibility,Monjot et al. 2036,,,,
Parasitism,Parasitism,Parasitism,K12167,,,HECW1,E3 ubiquitin-protein ligase HECW1,SUMOylation which positively regulates VSG expression (immunogenicity and extracellular survival mechanism),Monjot et al. 2037,,,,
Parasitism,Parasitism,Parasitism,K13514,,,LPGAT1,lysophosphatidylglycerol acyltransferase 1,Glycerophospholipid metabolism in Fungi,Monjot et al. 2038,,,,
Parasitism,Parasitism,Parasitism,K14263,,,BNA7,kynurenine formamidase,"Hydrolase activity. Participates in tryptophan, glyoxylate and dicarboxylate metabolism",Monjot et al. 2039,,,,
Parasitism,Parasitism,Parasitism,K14315,,,"NDC1, TMEM48",nucleoporin NDC1,Plays a role in transcriptional regulation that is poorly understood,Monjot et al. 2040,,,,
Parasitism,Parasitism,Parasitism,K15629,,,CYP152A,fatty-acid peroxygenase ,Degradation of fatty acids / membrane formation (Cytochrome P450 forms a large family of proteins whose repartition among Oomycetes depends on their trophism (Saprotrophs / Parasites)),Monjot et al. 2041,,,,
Parasitism,Parasitism,Parasitism,K15957,,,rdmC,aclacinomycin methylesterase,Anthracycline or aclacinomycin metabolism,Monjot et al. 2042,,,,
Parasitism,Parasitism,Parasitism,K15975,,,K15975,glyoxalase family protein,"Detoxification of reactive dicarbonyls which react with cellular nucleophiles, resulting in the modification of lipids, proteins, and DNA. These damaging modifications activate canonical stress responses such as heat shock, unfolded protein, antioxidant, and DNA damage responses.",Monjot et al. 2043,,,,
Parasitism,Parasitism,Parasitism,K16112,,,blmIV,nonribosomal peptide synthetase protein BlmIV,Bleomycin¬†synthesis,Monjot et al. 2044,,,,
Parasitism,Parasitism,Parasitism,K16395,,,epoB,epothilone synthetase B,Epothilone synthesis,Monjot et al. 2045,,,,
Parasitism,Parasitism,Parasitism,K17635,,,"RGL1, RGL",ral guanine nucleotide dissociation stimulator-like 1,Intracellular transport,Monjot et al. 2046,,,,
Parasitism,Parasitism,Parasitism,K17836,,,penP,beta-lactamase class A,Resistance to Antibiotic ,Monjot et al. 2047,,,,
Parasitism,Parasitism,Parasitism,K17968,,,"TRIAP1, MDM35",TRIAP1/MDM35 family protein,Complexe which preventing apoptosis,Monjot et al. 2048,,,,
Parasitism,Parasitism,Parasitism,K18278,,,THI5,pyrimidine precursor biosynthesis enzyme,"Involve in Thiamine-biosynthesis, required for conidial production and cell wall integrity of the entomopathogenic fungi",Monjot et al. 2049,,,,
Parasitism,Parasitism,Parasitism,K18698,,,blaTEM,beta-lactamase class A TEM,Resistance to Antibiotic ,Monjot et al. 2050,,,,
Parasitism,Parasitism,Parasitism,K19465,,,"MGME1, DDK1",mitochondrial genome maintenance exonuclease 1,DNA-repair process,Monjot et al. 2051,,,,
Parasitism,Parasitism,Parasitism,K20095,,,RNMTL1,16S rRNA (guanosine(1370)-2'-O)-methyltransferase,Ribosome biogenesis,Monjot et al. 2052,,,,
Parasitism,Parasitism,Parasitism,K20637,,,ARHGAP15,Rho GTPase-activating protein 15,Plays a major role in regulation of apoptosis in different kind of stress conditions,Monjot et al. 2053,,,,
Parasitism,Parasitism,Parasitism,K20656,,,TMEM189,plasmanylethanolamine desaturase,Formation of glycosylphosphatidylinositols covering the surface of trypanosomes,Monjot et al. 2054,,,,
Parasitism,Parasitism,Parasitism,K20724,,,TMEM33,transmembrane protein 33,Multiple,Monjot et al. 2055,,,,
Parasitism,Parasitism,Parasitism,K20813,,,TDG,thymine-DNA glycosylase,DNA repair and role in regulation (interacts with various transcription factors to activate target genes),Monjot et al. 2056,,,,
Parasitism,Parasitism,Parasitism,K21200,,,CYP144,cytochrome P450 family 144,Degradation of fatty acids / membrane formation (Cytochrome P450 forms a large family of proteins whose repartition among Oomycetes depends on their trophism (Saprotrophs / Parasites)),Monjot et al. 2057,,,,
Parasitism,Parasitism,Parasitism,K22075,,,BOLA3,BolA-like protein 3,"Multiple role / poorly described (virulence, resistence, etc)",Monjot et al. 2058,,,,
Parasitism,Parasitism,Parasitism,K22484,,,CBF1,transcriptional regulator CBF1,Transcription factors (TFs) regulate diverse aspects of fungal development and virulence (resistance to oxidative stress and drug),Monjot et al. 2059,,,,
Parasitism,Parasitism,Parasitism,K23098,,,RSPO3,R-spondin 3,Multiple,Monjot et al. 2060,,,,
Parasitism,Parasitism,Parasitism,K23537,,,nupA,general nucleoside transport system ATP-binding protein,"Nutrients are imported from the host as either nucleosides or nucleobases, either of which can serve as a purine source for the parasite",Monjot et al. 2025,,,,
Parasitism,Parasitism,Parasitism,K24003,,,"stc2, hpbB",stachydrine N-demethylase,Oxidoreductases activity,Monjot et al. 2026,,,,
Parasitism,Parasitism,Parasitism,K24160,,,"NHA1, SOD2",sodium/hydrogen antiporter,"Involve in multiple host-parasite relationship with many different roles (motility, invasion, etc)",Monjot et al. 2027,,,,
Parasitism,Parasitism,Parasitism,K24388,,,ZC3H8,zinc finger CCCH domain-containing protein 8,"Multiple (the sexual reproduction, virulence factor production, ion homeostasis, pathogenesis, and stress resistance, RNA-binding, mRNA metabolism)",Monjot et al. 2028,,,,
Phagotrophy,,Protein that plays a role in coating vesicles,K04644,,,,"CLTA, LCA; clathrin light chain A",Protein that plays a role in coating vesicles,Labarre et al. 2019,,,,
,,Protein that plays a role in coating vesicles,K04645,,,,"CLTB, LCB; clathrin light chain B",Protein that plays a role in coating vesicles,Labarre et al. 2019,,,,
,,Protein that plays a role in coating vesicles,K04646,,,,CLTC; clathrin heavy chain,Protein that plays a role in coating vesicles,Labarre et al. 2019,,,,
,,Role in transporting material inside a cell,K10408,,,,"DNAH; dynein heavy chain, axonemal",Role in transporting material inside a cell,Labarre et al. 2019,,,,
,,Role in transporting material inside a cell,K10414,,,,"DYNC1H; dynein heavy chain 1, cytosolic",Role in transporting material inside a cell,Labarre et al. 2019,,,,
,,Role in transporting material inside a cell,K10413,,,,"DYNC2H, DNCH2; dynein heavy chain 2, cytosolic",Role in transporting material inside a cell,Labarre et al. 2019,,,,
,,Actin-related,K02184,,,,FMN2; formin 2,Actin formation role,Labarre et al. 2019,,,,
,,"Motility, prey recognition, cytoskeleton",K04638,,,,"IFT57, HIPPI, ESRRBL1; intraflagellar transport protein 57",Intraflagellar transport,Labarre et al. 2019,,,,
,,"Motility, prey recognition, cytoskeleton",K17387,,,,,Kinesin-related,,,,,
,,"Motility, prey recognition, cytoskeleton",K10396,,,,,Kinesin-related,,,,,
,,"Motility, prey recognition, cytoskeleton",K18806,,,,,Kinesin-related,,,,,
,,"Motility, prey recognition, cytoskeleton",K10407,,,,,Kinesin-related,,,,,
,,"Motility, prey recognition, cytoskeleton",K15374,,,,,Kinesin-related,,,,,
,,Phagosome maturation,K00914,,,,"PIK3C3, VPS34; phosphatidylinositol 3-kinase",Phosphatidylinositol 3/4-kinase,,,,,
,,Phagosome maturation,K00888,,,,,Phosphatidylinositol 3/4-kinase,,,,,
,,Phagosome maturation,K13711,,,,,Phosphatidylinositol 3/4-kinase,,,,,
,,Phagosome maturation,K19801,,,,,Phosphatidylinositol 3/4-kinase,,,,,
,,Phagosome maturation,K00909,,,,GRK1_7; rhodopsin kinase [EC:2.7.11.14],Rhodopsin,,,,,
,,Phagosome maturation,K04250,,,,"RHO, OPN2; rhodopsin",Rhodopsin,,,,,
,,Phagosome maturation,K14006,,,,SEC23; protein transport protein SEC23,,,,,,
,,Calcium signaling pathway,K01116,,,,,,,,,,
,,Calcium signaling pathway,K05857,,,,,,,,,,
,,Calcium signaling pathway,K05858,,,,,,,,,,
,,Calcium signaling pathway,K05859,,,,,,,,,,
,,Calcium signaling pathway,K05860,,,,,,,,,,
,,Calcium signaling pathway,K05861,,,,,,,,,,
,,Calcium signaling pathway,K00911,,,,,,,,,,
,,Calcium signaling pathway,K04718,,,,,,,,,,
,,Parasitism,K14263,,,,,,,,,,
,,Parasitism,K14263,,,,,,,,,,
,,V-type ATPase,K02145,,,,,,,,,,
,,V-type ATPase,K02145,,,,,,,,,,
,,V-type ATPase,K02147,,,,,,,,,,
,,V-type ATPase,K02147,,,,,,,,,,
,,V-type ATPase,K02148,,,,,,,,,,
,,V-type ATPase,K02148,,,,,,,,,,
,,V-type ATPase,K02149,,,,,,,,,,
,,V-type ATPase,K02149,,,,,,,,,,
,,V-type ATPase,K02150,,,,,,,,,,
,,V-type ATPase,K02150,,,,,,,,,,
,,V-type ATPase,K02151,,,,,,,,,,
,,V-type ATPase,K02151,,,,,,,,,,
,,V-type ATPase,K02152,,,,,,,,,,
,,V-type ATPase,K02152,,,,,,,,,,
,,V-type ATPase,K02144,,,,,,,,,,
,,V-type ATPase,K02144,,,,,,,,,,
,,V-type ATPase,K02144,,,,,,,,,,
,,V-type ATPase,K02154,,,,,,,,,,
,,V-type ATPase,K02154,,,,,,,,,,
,,V-type ATPase,K02154,,,,,,,,,,
,,V-type ATPase,K03661,,,,,,,,,,
,,V-type ATPase,K03661,,,,,,,,,,
,,V-type ATPase,K03661,,,,,,,,,,
,,V-type ATPase,K02155,,,,,,,,,,
,,V-type ATPase,K02155,,,,,,,,,,
,,V-type ATPase,K02155,,,,,,,,,,
,,V-type ATPase,K02146,,,,,,,,,,
,,V-type ATPase,K02146,,,,,,,,,,
,,V-type ATPase,K02146,,,,,,,,,,
,,V-type ATPase,K02153,,,,,,,,,,
,,V-type ATPase,K02153,,,,,,,,,,
,,V-type ATPase,K03662,,,,,,,,,,
,,V-type ATPase,K03662,,,,,,,,,,
,,V-type ATPase,K03662,,,,,,,,,,
,,Parasitism,K14315,,,,,,,,,,
,,Vacuolar,K12196,,,,,,,,,,
,,ABC transporters,K02048,,,,,,,,,,
,,ABC transporters,K02046,,,,,,,,,,
,,ABC transporters,K02047,,,,,,,,,,
,,ABC transporters,K02045,,,,,,,,,,
,,ABC transporters,K02020,,,,,,,,,,
,,ABC transporters,K02018,,,,,,,,,,
,,ABC transporters,K02017,,,,,,,,,,
,,ABC transporters,K05776,,,,,,,,,,
,,ABC transporters,K15495,,,,,,,,,,
,,ABC transporters,K15496,,,,,,,,,,
,,ABC transporters,K15497,,,,,,,,,,
,,ABC transporters,K05772,,,,,,,,,,
,,ABC transporters,K05773,,,,,,,,,,
,,ABC transporters,K06857,,,,,,,,,,
,,ABC transporters,K15576,,,,,,,,,,
,,ABC transporters,K15577,,,,,,,,,,
,,ABC transporters,K15578,,,,,,,,,,
,,ABC transporters,K15579,,,,,,,,,,
,,ABC transporters,K11950,,,,,,,,,,
,,ABC transporters,K11951,,,,,,,,,,
,,ABC transporters,K11952,,,,,,,,,,
,,ABC transporters,K11953,,,,,,,,,,
,,ABC transporters,K15551,,,,,,,,,,
,,ABC transporters,K15552,,,,,,,,,,
,,ABC transporters,K10831,,,,,,,,,,
,,ABC transporters,K15553,,,,,,,,,,
,,ABC transporters,K15554,,,,,,,,,,
,,ABC transporters,K15555,,,,,,,,,,
,,ABC transporters,K15556,,,,,,,,,,
,,ABC transporters,K15557,,,,,,,,,,
,,ABC transporters,K15558,,,,,,,,,,
,,ABC transporters,K02012,,,,,,,,,,
,,ABC transporters,K02011,,,,,,,,,,
,,ABC transporters,K02010,,,,,,,,,,
,,ABC transporters,K02064,,,,,,,,,,
,,ABC transporters,K02063,,,,,,,,,,
,,ABC transporters,K02062,,,,,,,,,,
,,ABC transporters,K11069,,,,,,,,,,
,,ABC transporters,K11070,,,,,,,,,,
,,ABC transporters,K11071,,,,,,,,,,
,,ABC transporters,K11072,,,,,,,,,,
,,ABC transporters,K11073,,,,,,,,,,
,,ABC transporters,K11074,,,,,,,,,,
,,ABC transporters,K11075,,,,,,,,,,
,,ABC transporters,K11076,,,,,,,,,,
,,ABC transporters,K11077,,,,,,,,,,
,,ABC transporters,K11078,,,,,,,,,,
,,ABC transporters,K11079,,,,,,,,,,
,,ABC transporters,K11080,,,,,,,,,,
,,ABC transporters,K11081,,,,,,,,,,
,,ABC transporters,K11082,,,,,,,,,,
,,ABC transporters,K11083,,,,,,,,,,
,,ABC transporters,K11084,,,,,,,,,,
,,ABC transporters,K02002,,,,,,,,,,
,,ABC transporters,K02001,,,,,,,,,,
,,ABC transporters,K02000,,,,,,,,,,
,,ABC transporters,K05845,,,,,,,,,,
,,ABC transporters,K05846,,,,,,,,,,
,,ABC transporters,K05847,,,,,,,,,,
,,ABC transporters,K15598,,,,,,,,,,
,,ABC transporters,K15599,,,,,,,,,,
,,ABC transporters,K15600,,,,,,,,,,
,,ABC transporters,K10108,,,,,,,,,,
,,ABC transporters,K10109,,,,,,,,,,
,,ABC transporters,K10110,,,,,,,,,,
,,ABC transporters,K10111,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K10117,,,,,,,,,,
,,ABC transporters,K10118,,,,,,,,,,
,,ABC transporters,K10119,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K10232,,,,,,,,,,
,,ABC transporters,K10233,,,,,,,,,,
,,ABC transporters,K10234,,,,,,,,,,
,,ABC transporters,K10235,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K10196,,,,,,,,,,
,,ABC transporters,K10197,,,,,,,,,,
,,ABC transporters,K10198,,,,,,,,,,
,,ABC transporters,K10199,,,,,,,,,,
,,ABC transporters,K17315,,,,,,,,,,
,,ABC transporters,K17316,,,,,,,,,,
,,ABC transporters,K17317,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K10236,,,,,,,,,,
,,ABC transporters,K10237,,,,,,,,,,
,,ABC transporters,K10238,,,,,,,,,,
,,ABC transporters,K10111,,,,,,,,,,
,,ABC transporters,K17311,,,,,,,,,,
,,ABC transporters,K17312,,,,,,,,,,
,,ABC transporters,K17313,,,,,,,,,,
,,ABC transporters,K17314,,,,,,,,,,
,,ABC transporters,K10200,,,,,,,,,,
,,ABC transporters,K10201,,,,,,,,,,
,,ABC transporters,K10202,,,,,,,,,,
,,ABC transporters,K10240,,,,,,,,,,
,,ABC transporters,K10241,,,,,,,,,,
,,ABC transporters,K10242,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K17329,,,,,,,,,,
,,ABC transporters,K17330,,,,,,,,,,
,,ABC transporters,K17331,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K17244,,,,,,,,,,
,,ABC transporters,K17245,,,,,,,,,,
,,ABC transporters,K17246,,,,,,,,,,
,,ABC transporters,K10537,,,,,,,,,,
,,ABC transporters,K10538,,,,,,,,,,
,,ABC transporters,K10539,,,,,,,,,,
,,ABC transporters,K10188,,,,,,,,,,
,,ABC transporters,K10189,,,,,,,,,,
,,ABC transporters,K10190,,,,,,,,,,
,,ABC transporters,K10191,,,,,,,,,,
,,ABC transporters,K10192,,,,,,,,,,
,,ABC transporters,K10193,,,,,,,,,,
,,ABC transporters,K10194,,,,,,,,,,
,,ABC transporters,K10195,,,,,,,,,,
,,ABC transporters,K17241,,,,,,,,,,
,,ABC transporters,K17242,,,,,,,,,,
,,ABC transporters,K17243,,,,,,,,,,
,,ABC transporters,K17318,,,,,,,,,,
,,ABC transporters,K17319,,,,,,,,,,
,,ABC transporters,K17320,,,,,,,,,,
,,ABC transporters,K10540,,,,,,,,,,
,,ABC transporters,K10541,,,,,,,,,,
,,ABC transporters,K10542,,,,,,,,,,
,,ABC transporters,K10543,,,,,,,,,,
,,ABC transporters,K10544,,,,,,,,,,
,,ABC transporters,K10545,,,,,,,,,,
,,ABC transporters,K17326,,,,,,,,,,
,,ABC transporters,K17327,,,,,,,,,,
,,ABC transporters,K17328,,,,,,,,,,
,,ABC transporters,K10546,,,,,,,,,,
,,ABC transporters,K10547,,,,,,,,,,
,,ABC transporters,K10548,,,,,,,,,,
,,ABC transporters,K10549,,,,,,,,,,
,,ABC transporters,K10550,,,,,,,,,,
,,ABC transporters,K10551,,,,,,,,,,
,,ABC transporters,K10552,,,,,,,,,,
,,ABC transporters,K10553,,,,,,,,,,
,,ABC transporters,K10554,,,,,,,,,,
,,ABC transporters,K10555,,,,,,,,,,
,,ABC transporters,K10556,,,,,,,,,,
,,ABC transporters,K10557,,,,,,,,,,
,,ABC transporters,K10558,,,,,,,,,,
,,ABC transporters,K10559,,,,,,,,,,
,,ABC transporters,K10560,,,,,,,,,,
,,ABC transporters,K10561,,,,,,,,,,
,,ABC transporters,K10562,,,,,,,,,,
,,ABC transporters,K10439,,,,,,,,,,
,,ABC transporters,K10440,,,,,,,,,,
,,ABC transporters,K10441,,,,,,,,,,
,,ABC transporters,K17202,,,,,,,,,,
,,ABC transporters,K17203,,,,,,,,,,
,,ABC transporters,K17204,,,,,,,,,,
,,ABC transporters,K17205,,,,,,,,,,
,,ABC transporters,K17206,,,,,,,,,,
,,ABC transporters,K17207,,,,,,,,,,
,,ABC transporters,K17208,,,,,,,,,,
,,ABC transporters,K17209,,,,,,,,,,
,,ABC transporters,K17210,,,,,,,,,,
,,ABC transporters,K17213,,,,,,,,,,
,,ABC transporters,K17214,,,,,,,,,,
,,ABC transporters,K17215,,,,,,,,,,
,,ABC transporters,K17237,,,,,,,,,,
,,ABC transporters,K17238,,,,,,,,,,
,,ABC transporters,K17239,,,,,,,,,,
,,ABC transporters,K17240,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K17321,,,,,,,,,,
,,ABC transporters,K17322,,,,,,,,,,
,,ABC transporters,K17323,,,,,,,,,,
,,ABC transporters,K17324,,,,,,,,,,
,,ABC transporters,K17325,,,,,,,,,,
,,ABC transporters,K05813,,,,,,,,,,
,,ABC transporters,K05814,,,,,,,,,,
,,ABC transporters,K05815,,,,,,,,,,
,,ABC transporters,K05816,,,,,,,,,,
,,ABC transporters,K10227,,,,,,,,,,
,,ABC transporters,K10228,,,,,,,,,,
,,ABC transporters,K10229,,,,,,,,,,
,,ABC transporters,K10111,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K17234,,,,,,,,,,
,,ABC transporters,K17235,,,,,,,,,,
